Исходная строка;Result
11.1-135-40м;0
11.1-140-10м;0
11.1-140-20м;0
11.1-140-30м;0
11.1-140-40м;0
11.1-150-10м;0
11.1-150-20м;0
11.1-150-30м;0
11.1-150-40м;0
11.1-160-10м;0
11.1-160-20м;0
11.1-160-30м;0
11.1-160-40м;0
11.1-170-10м;0
11.1-170-20м;0
11.1-170-30м;0
11.1-170-40м;0
11.1-180-10м;0
11.1-180-20м;0
11.1-180-30м;0
11.1-180-40м;0
11.1-190-10м;0
11.1-190-20м;0
11.1-190-30м;0
11.1-190-40м;0
11.1-200-10м;0
11.1-200-20м;0
11.1-200-30м;0
11.1-200-40м;0
11.1-210-10м;0
11.1-210-20м;0
11.1-210-30м;0
11.1-210-40м;0
11.1-220-10м;0
11.1-220-20м;0
11.1-220-30м;0
11.1-220-40м;0
11.1-230-10м;0
11.1-230-20м;0
11.1-230-30м;0
11.1-230-40м;0
11.1-240-10м;0
11.1-240-20м;0
11.1-240-30м;0
11.1-240-40м;0
11.1-250-10м;0
11.1-250-20м;0
11.1-250-30м;0
11.1-250-40м;0
11.1-260-10м;0
11.1-260-20м;0
11.1-260-30м;0
11.1-260-40м;0
11.1-270-10м;0
11.1-270-20м;0
11.1-270-30м;0
11.1-270-40м;0
11.1-280-10м;0
11.1-280-20м;0
11.1-280-30м;0
11.1-280-40м;0
11.1-290-10м;0
11.1-290-20м;0
11.1-290-30м;0
11.1-290-40м;0
11.1-300-10м;0
11.1-300-20м;0
11.1-300-30м;0
11.1-300-40м;0
11.1-30-10м;0
11.1-30-20м;0
11.1-30-30м;0
11.1-30-40м;0
11.1-35-10м;0
11.1-35-20м;0
11.1-35-30м;0
11.1-35-40м;0
11.1-40-10м;0
11.1-40-20м;0
11.1-40-30м;0
11.1-40-40м;0
11.1-45-10м;0
11.1-45-20м;0
11.1-45-30м;0
11.1-45-40м;0
11.1-50-10м;0
11.1-50-20м;0
11.1-50-30м;0
11.1-50-40м;0
11.1-55-10м;0
11.1-55-20м;0
11.1-55-30м;0
11.1-55-40м;0
11.1-60-10м;0
11.1-60-20м;0
11.1-60-30м;0
11.1-60-40м;0
11.1-65-10м;0
11.1-65-20м;0
11.1-65-30м;0
11.1-65-40м;0
11.1-70-10м;0
11.1-70-20м;0
11.1-70-30м;0
11.1-70-40м;0
11.1-75-10м;0
11.1-75-20м;0
11.1-75-30м;0
11.1-75-40м;0
11.1-80-10м;0
11.1-80-20м;0
11.1-80-30м;0
11.1-80-40м;0
11.1-85-10м;0
11.1-85-20м;0
11.1-85-30м;0
11.1-85-40м;0
11.1-90-10м;0
11.1-90-20м;0
11.1-90-30м;0
11.1-90-40м;0
11.1-95-10м;0
11.1-95-20м;0
11.1-95-30м;0
11.1-95-40м;0
11.2-150-10м;0
11.2-150-20м;0
11.2-150-30м;0
11.2-150-40м;0
11.2-160-10м;0
11.2-160-20м;0
11.2-160-30м;0
11.2-160-40м;0
11.2-170-10м;0
11.2-170-20м;0
11.2-170-30м;0
11.2-170-40м;0
11.2-180-10м;0
11.2-180-20м;0
11.2-180-30м;0
11.2-180-40м;0
11.2-190-10м;0
11.2-190-20м;0
11.2-190-30м;0
11.2-190-40м;0
11.2-200-10м;0
11.2-200-20м;0
11.2-200-30м;0
11.2-200-40м;0
11.2-210-10м;0
11.2-210-20м;0
11.2-210-30м;0
11.2-210-40м;0
11.2-220-10м;0
11.2-220-20м;0
11.2-220-30м;0
11.2-220-40м;0
11.2-230-10м;0
11.2-230-20м;0
11.2-230-30м;0
11.2-230-40м;0
11.2-240-10м;0
11.2-240-20м;0
11.2-240-30м;0
11.2-240-40м;0
11.2-250-10м;0
11.2-250-20м;0
11.2-250-30м;0
11.2-250-40м;0
11.2-260-10м;0
11.2-260-20м;0
11.2-260-30м;0
11.2-260-40м;0
11.2-270-10м;0
11.2-270-20м;0
11.2-270-30м;0
11.2-270-40м;0
11.2-280-10м;0
11.2-280-20м;0
11.2-280-30м;0
11.2-280-40м;0
11.2-290-10м;0
11.2-290-20м;0
11.2-290-30м;0
11.2-290-40м;0
11.2-300-10м;0
11.2-300-20м;0
11.2-300-30м;0
11.2-300-40м;0
11.3-250-10м;0
11.3-250-20м;0
11.3-250-30м;0
11.3-250-40м;0
11.3-260-10м;0
11.3-260-20м;0
11.3-260-30м;0
11.3-260-40м;0
11.3-270-10м;0
11.3-270-20м;0
11.3-270-30м;0
11.3-270-40м;0
11.3-280-10м;0
11.3-280-20м;0
11.3-280-30м;0
11.3-280-40м;0
11.3-290-10м;0
11.3-290-20м;0
11.3-290-30м;0
11.3-290-40м;0
11.3-300-10м;0
11.3-300-20м;0
11.3-300-30м;0
11.3-300-40м;0
11.3-320-10м;0
11.3-320-20м;0
11.3-320-30м;0
11.3-320-40м;0
11.3-340-10м;0
11.3-340-20м;0
11.3-340-30м;0
11.3-340-40м;0
11.3-360-10м;0
11.3-360-20м;0
11.3-360-30м;0
11.3-360-40м;0
11.3-380-10м;0
11.3-380-20м;0
11.3-380-30м;0
11.3-380-40м;0
11.3-400-10м;0
11.3-400-20м;0
11.3-400-30м;0
11.3-400-40м;0
11.3-420-10м;0
11.3-420-20м;0
11.3-420-30м;0
11.3-420-40м;0
11.3-450-10м;0
11.3-450-20м;0
11.3-450-30м;0
11.3-450-40м;0
11.3-470-10м;0
11.3-470-20м;0
11.3-470-30м;0
11.3-470-40м;0
11.3-500-10м;0
11.3-500-20м;0
11.3-500-30м;0
11.3-500-40м;0
11.3-520-10м;0
11.3-520-20м;0
11.3-520-30м;0
11.3-520-40м;0
11.3-550-10м;0
11.3-550-20м;0
11.3-550-30м;0
11.3-550-40м;0
11.3-570-10м;0
11.3-570-20м;0
11.3-570-30м;0
11.3-570-40м;0
11.3-600-10м;0
11.3-600-20м;0
11.3-600-30м;0
11.3-600-40м;0
11.3-630-10м;0
11.3-630-20м;0
11.3-630-30м;0
11.3-630-40м;0
110;0
110/2;0
110/87-1.5-пмб-1;0
1-100;0
1-100 нержавеющая сталь;0
1-100 сталь;0
1-1000-10;0
1-1000-10 ст. 20;0
1-1000-16;0
1-1000-16 ст. 12х18н9т;0
1-1000-16 ст. 20;0
1-1000-2,5;0
1-1000-2,5 ст. 12х18н9т;0
1-1000-2,5 ст. 20;0
1-1000-25;0
1-1000-25 ст. 12х18н9т;0
1-1000-25 ст. 20;0
1-1000-6;0
1-1000-6 ст. 12х18н9т;0
1-1000-6 ст. 20;0
1-100-10;0
1-100-10 ст. 12х18н9т;0
1-100-10 ст. 20;0
1-100-16;0
1-100-16 ст. 12х18н9т;0
1-100-16 ст. 20;0
1-100-2,5;0
1-100-2,5 ст. 12х18н9т;0
1-100-2,5 ст. 20;0
1-100-25;0
1-100-25 ст. 12х18н9т;0
1-100-25 ст. 20;0
1-100-6;0
1-100-6 ст. 12х18н9т;0
1-100-6 ст. 20;0
1-100-амг;0
1100в-i-iков;0
1-100х130-3012;0
1-100х80-6;0
110-115-25-2-2;0
110-13,5-2,4-3012;0
110-137л;0
110-137ст;0
1-10-13а;0
110-150л;0
110-150ст;0
1-10-16;0
1-10-16 ст. 12х18н9т;0
1-10-16 ст. 20;0
1-10-2,5;0
1-10-2,5 ст. 12х18н9т;0
1-10-2,5 ст. 20;0
1-102,5-3,3-1136;0
1-10-25;0
1-10-25 ст. 12х18н9т;0
1-10-25 ст. 20;0
1102x802;0
110-460л;0
110-460ст;0
1-105-ст;0
1-10-6;0
1-10-6 ст. 12х18н9т;0
1-10-6 ст. 20;0
1-107,5-5,8-1175;0
1-107,5-5,8-3012;0
110х1 l=150;0
110х1 l=750;0
1-11,5-2,.4-1175;0
1-11,5-2,4-1136;0
1-11,5-2,4-1175;0
1-110-ст;0
1-110х135-1;0
111-25x45;0
1-115-ст;0
112;0
112.5607.100.000ту;0
1-120;0
1-1200-10;0
1-1200-10 ст. 20;0
1-1200-16;0
1-1200-16 ст. 12х18н9т;0
1-1200-16 ст. 20;0
1-1200-2,5;0
1-1200-2,5 ст. 12х18н9т;0
1-1200-2,5 ст. 20;0
1-1200-25;0
1-1200-25 ст. 12х18н9т;0
1-1200-25 ст. 20;0
1-1200-6;0
1-1200-6 ст. 12х18н9т;0
1-1200-6 ст. 20;0
11206к;0
1-120п;0
1-120-ст;0
1-120х150-16;0
112-120-46-2-2;0
1-1-220;0
1-125;0
1-125 нержавеющая сталь;0
1-125 сталь;0
1-125-10;0
1-125-10 ст. 12х18н9т;0
1-125-10 ст. 20;0
1-125-16;0
1-125-16 ст. 12х18н9т;0
1-125-16 ст. 20;0
1-125-2,5;0
1-125-2,5 ст. 12х18н9т;0
1-125-2,5 ст. 20;0
1-125-25;0
1-125-25 ст. 12х18н9т;0
1-125-25 ст. 20;0
1-125-6;0
1-125-6 ст. 12х18н9т;0
1-125-6 ст. 20;0
1-125-амг;0
1-125-ст;0
1-125х155-3012;0
11-28-100;0
11-28-130;0
1-12х18н9т-2,5;0
1-12х18н9т-2,5 ст. 12х18н9т;0
1-13,5-2,4-1175;0
1-13,5-2,4-1375;0
1-13,5-2,4-3012;0
113.3845010 - 30 ту;0
113.3845010-30ту;0
1-130х110-6;0
1-130х110-6 т3-3-100;0
1130х840;0
1-13-10;0
1-13-18;0
1-132,5-3,3-1175;0
1-13-4;0
1-13-5;0
11356.360066.635;0
11356.360066.637;0
11356.360082.509;0
11356.360084.503;0
11356.360084.504;0
11356.360084.505;0
11356.360084.506;0
11356.360084.512;0
11356.360085.501;0
11356.360085.503;0
11356.360085.505;0
11356.360085.508;0
11356.360085.509;0
11356.360085.510;0
11356.360085.513;0
11356.360085.514;0
11356.360085.515;0
11356.360085.519;0
11356.360085.529;0
11356.360085.530;0
11356.360085.531;0
11356.362117.004-600;0
11356.363212.501;0
11356.425.027cb;0
11356-212-001;0
11356-212-014;0
11356-212-017;0
11356-212-018;0
11356-212-019;0
11356-212-022;0
11356-212-035;0
11356-212-047;0
11356-213.018;0
11356-213-002;0
11356-213-003;0
11356-213-004;0
11356-213-005;0
11356-213-006;0
11356-213-007;0
11356-213-008;0
11356-213-013;0
11356-213-014;0
11356-213-015;0
11356-213-016;0
11356-213-019;0
11356-213-020;0
11356-213-021;0
11356-213-022;0
11356-213-023;0
11356-213-024;0
11356-213-025;0
11356-213-026;0
11356-213-027;0
11356-213-030;0
11356-213-031;0
11356-213-032;0
11356-213-033;0
11356-213-035;0
11356-213-036;0
11356-215-001;0
11356-264.015;0
11356-264.018;0
11356-264.521;0
11356-264-001;0
11356-264-002;0
11356-264-521;0
11356-337.018;0
11356-337-202;0
11356-360088-005/411;0
11356-360088-005/427;0
11356-360202.225-5/6;0
11356-360202-225-7/743;0
11356-425.002;0
11356-425.003;0
11356-425.005;0
11356-425.006;0
11356-425.008;0
11356-425.013;0
11356-425.019;0
11356-425.020;0
11356-425.021;0
11356-425.029;0
11356-425.042;0
11356-425.044;0
11356-425.045;0
11356-425.057;0
11356-425.058;0
11356-425.081;0
11356-425.081-01;0
11356-425.501;0
11356-425.502;0
11356-425-001;0
11356-425-009;0
11356-425-009-01;0
11356-425-009-02;0
11356-425-012;0
11356-425-014;0
11356-425-015;0
11356-425-022;0
11356-425-028;0
11356-425-030;0
11356-425-038;0
11356-425-039;0
11356-425-040;0
11356-425-041;0
11356-425-043;0
11356-425-047;0
11356-425-051;0
11356-425-052;0
11356-425-053;0
11356-425-054;0
11356-425-055;0
11356-425-056;0
11356-425-059;0
11356-425-061;0
11356-425-113;0
11356-425-113я;0
11356-425-116;0
11356-425-116я;0
11356-425-126;0
11356-425-126я;0
11356-425-215я;0
11356-425-505;0
11356-425-506;0
11356-425-507;0
11356-425-508;0
11356-425-525;0
11356-425-526;0
11356-464-066;0
11356-464-072;0
11356-464-109;0
11356-640.1109;0
11356-640.1110;0
11356-640.1113;0
11356-640.1114;0
11356-640.1193;0
11356-640-060;0
11356-640-095;0
11356-640-096;0
11356-640-1001;0
11356-640-1002;0
11356-640-1003;0
11356-640-1004;0
11356-640-1005;0
11356-640-1006;0
11356-640-1007;0
11356-640-1008;0
11356-640-1009;0
11356-640-1010;0
11356-640-1011;0
11356-640-1012;0
11356-640-1013;0
11356-640-1014;0
11356-640-1015;0
11356-640-1016;0
11356-640-1017;0
11356-640-1018;0
11356-640-1019;0
11356-640-1020;0
11356-640-1021;0
11356-640-1022;0
11356-640-1023;0
11356-640-1024;0
11356-640-1025;0
11356-640-1026;0
11356-640-1027;0
11356-640-1028;0
11356-640-1029;0
11356-640-1030;0
11356-640-1031;0
11356-640-1032;0
11356-640-1033;0
11356-640-1034;0
11356-640-1035;0
11356-640-1036;0
11356-640-1037;0
11356-640-1038;0
11356-640-1039;0
11356-640-1040;0
11356-640-1041;0
11356-640-1042;0
11356-640-1043;0
11356-640-1044;0
11356-640-1045;0
11356-640-1046;0
11356-640-1047;0
11356-640-1048;0
11356-640-1049;0
11356-640-1050;0
11356-640-1051;0
11356-640-1052;0
11356-640-1053;0
11356-640-1054;0
11356-640-1055;0
11356-640-1056;0
11356-640-1057;0
11356-640-1058;0
11356-640-1059;0
11356-640-1060;0
11356-640-1061;0
11356-640-1062;0
11356-640-1063;0
11356-640-1064;0
11356-640-1065;0
11356-640-1066;0
11356-640-1067;0
11356-640-1068;0
11356-640-1069;0
11356-640-1070;0
11356-640-1071;0
11356-640-1072;0
11356-640-1073;0
11356-640-1074;0
11356-640-1075;0
11356-640-1076;0
11356-640-1077;0
11356-640-1078;0
11356-640-1079;0
11356-640-1080;0
11356-640-1081;0
11356-640-1082;0
11356-640-1083;0
11356-640-1084;0
11356-640-1085;0
11356-640-1086;0
11356-640-1087;0
11356-640-1088;0
11356-640-1089;0
11356-640-1090;0
11356-640-1091;0
11356-640-1092;0
11356-640-1093;0
11356-640-1094;0
11356-640-1095;0
11356-640-1096;0
11356-640-1097;0
11356-640-1098;0
11356-640-1099;0
11356-640-1100;0
11356-640-1101;0
11356-640-1102;0
11356-640-1103;0
11356-640-1104;0
11356-640-1105;0
11356-640-1106;0
11356-640-1107;0
11356-640-1108;0
11356-640-1111;0
11356-640-1112;0
11356-640-1115;0
11356-640-1116;0
11356-640-1117;0
11356-640-1118;0
11356-640-1119;0
11356-640-1120;0
11356-640-1121;0
11356-640-1122;0
11356-640-1124;0
11356-640-1125;0
11356-640-1126;0
11356-640-1127;0
11356-640-1128;0
11356-640-1129;0
11356-640-1130;0
11356-640-1131;0
11356-640-1132;0
11356-640-1133;0
11356-640-1134;0
11356-640-1135;0
11356-640-1136;0
11356-640-1137;0
11356-640-1138;0
11356-640-1139;0
11356-640-1140;0
11356-640-1141;0
11356-640-1142;0
11356-640-1143;0
11356-640-1144;0
11356-640-1145;0
11356-640-1146;0
11356-640-1147;0
11356-640-1148;0
11356-640-1149;0
11356-640-1150;0
11356-640-1151;0
11356-640-1152;0
11356-640-1153;0
11356-640-1154;0
11356-640-1155;0
11356-640-1156;0
11356-640-1157;0
11356-640-1158;0
11356-640-1159;0
11356-640-1160;0
11356-640-1161;0
11356-640-1162;0
11356-640-1163;0
11356-640-1164;0
11356-640-1165;0
11356-640-1166;0
11356-640-1167;0
11356-640-1168;0
11356-640-1169;0
11356-640-1170;0
11356-640-1171;0
11356-640-1174;0
11356-640-1175;0
11356-640-1176;0
11356-640-1177;0
11356-640-1178;0
11356-640-1179;0
11356-640-1180;0
11356-640-1181;0
11356-640-1182;0
11356-640-1183;0
11356-640-1184;0
11356-640-1185;0
11356-640-1186;0
11356-640-1187;0
11356-640-1188;0
11356-640-1189;0
11356-640-1190;0
11356-640-1191;0
11356-640-1192;0
11356-640-1194;0
11356-640-1195;0
11356-640-1196;0
11356-640-1197;0
11356-640-1198;0
11356-640-1199;0
11356-640-1200;0
11356-640-1201;0
11356-640-1202;0
11356-640-1203;0
11356-640-1204;0
11356-640-1205;0
11356-640-1206;0
11356-640-1207;0
11356-640-1208;0
11356-640-1209;0
11356-640-1210;0
11356-640-1211;0
11356-640-1212;0
11356-640-1213;0
11356-640-1214;0
11356-640-1215;0
11356-640-1216;0
11356-640-1217;0
11356-640-1218;0
11356-640-175;0
11356-640-176;0
11356-640-177;0
11356-640-178;0
11356-640-179;0
11356-640-180;0
11356-640-181;0
11356-640-248;0
11356-640-249;0
11356-640-250;0
11356-640-261;0
11356-640-262;0
11356-640-266;0
11356-640-267;0
11356-640-268;0
11356-640-269;0
11356-640-270;0
11356-640-271;0
11356-640-274;0
11356-640-275;0
11356-640-276;0
11356-640-277;0
11356-640-278;0
11356-640-279;0
11356-640-280;0
11356-640-281;0
11356-640-282;0
11356-640-283;0
11356-640-284;0
11356-640-285;0
11356-640-286;0
11356-640-287;0
11356-640-288;0
11356-640-289;0
11356-640-290;0
11356-640-291;0
11356-640-292;0
11356-640-293;0
11356-640-300;0
11356-640-301;0
11356-640-302;0
11356-640-303;0
11356-640-304;0
11356-640-305;0
11356-640-306;0
11356-640-307;0
11356-640-308;0
11356-640-330;0
11356-640-338;0
11356-640-339;0
11356-640-340;0
11356-640-342;0
11356-640-343;0
11356-717-001;0
11356-717-004;0
11356-717-005;0
11356-717-006;0
11356я-э221-001;0
11356я-э221-001-01;0
11356я-э221-001-02;0
11356я-э221-016;0
11356я-э221-020;0
11356я-э221-062;0
11356я-э221-063;0
11356я-э221-064;0
11356я-э221-065;0
11356я-э221-066;0
11356я-э221-067;0
11356я-э221-068;0
11356я-э221-069;0
11356я-э221-070;0
1-135-ст;0
11-36-13;0
11-36-130;0
11-36-180;0
11-36-230;0
114,3x1,0 l=1000;0
114,3x2,0 l=6000;0
114,3x3,6;0
114,3x3,6 l=2000;0
114,3x3,6 l=6000;0
114,3x7,1;0
114,3х11;0
114,3х2,0;0
114,3х2,3;0
114,3х2,6;0
114,3х2,9;0
114,3х3,6;0
114,3х8;0
114.3х12.5;0
114.3х5.6;0
1-140;0
1140/884х1960;0
1140/924х324;0
1-1400-10;0
1-1400-10 ст. 20;0
1-1400-2,5;0
1-1400-2,5 ст. 12х18н9т;0
1-1400-2,5 ст. 20;0
1-1400-6;0
1-1400-6 ст. 12х18н9т;0
1-1400-6 ст. 20;0
1-140-амг;0
1-140п;0
1-140-ст;0
1140х1240;0
1-140х140-6;0
1140х840;0
1143.4-643.00-727-01;0
1143.4-643.00-727-02;0
1143.4-643.00-727-03;0
1143.4-643.00-727-04;0
1143.4-643.00-727-05;0
1143.4-643.00-727-06;0
1143.4-643.00-727-07;0
1143.4-643.00-727-08;0
1143.4-643.00-727-09;0
1143.4-643.00-727-10;0
1143.4-643.00-727-11;0
1143.4-643.00-727-12;0
1143.4-643.00-727-13;0
1143.4-643.00-727-14;0
1143.4-643.00-727-15;0
1143.4-643.00-727-16;0
1143.4-643.00-727-17;0
1143.4-643.00-728;0
1143.4-645.00-001;0
1143.4-645.00-002;0
1143.4-645.00-002-01;0
1143.4-645.00-002-02;0
1143.4-645.00-002-03;0
1143.4-645.00-002-04;0
1143.4-645.00-002-05;0
1143.4-645.00-002-06;0
1143.4-645.00-002-07;0
1143.4-645.00-002-08;0
1143.4-645.00-002-09;0
1143.4-645.00-002-10;0
1143.4-645.00-003;0
1143.4-645.00-003-01;0
1143.4-645.00-003-02;0
1143.4-645.00-003-03;0
1143.4-645.00-003-04;0
1143.4-645.00-003-05;0
1143.4-645.00-015;0
1143.4-645.00-017;0
1143.4-645.00-017-01;0
1143.4-645.00-017-02;0
1143.4-645.00-017-03;0
1143.4-645.00-018-01;0
1143.4-645.00-018-02;0
1143.4-645.00-018-03;0
1143.4-645.00-018-04;0
1143.4-645.00-018-05;0
1143.4-645.00-018-06;0
1143.4-645.00-018-07;0
1143.4-645.00-018-08;0
1143.4-645.00-018-09;0
1143.4-645.00-018-10;0
1143.4-645.00-018-11;0
1143.4-645.00-018-12;0
1143.4-645.00-018-13;0
1143.4-645.00-018-14;0
1143.4-645.00-018-15;0
1143.4-645.00-019;0
1143.4-645.00-025;0
1143.4-645.00-025-01;0
1143.4-645.00-025-02;0
1143.4-645.00-025-03;0
1143.4-645.00-025-04;0
1143.4-645.00-025-05;0
1143.4-645.00-025-06;0
1143.4-645.00-025-07;0
1143.4-645.00-026;0
1143.4-645.00-027;0
1143.4-645.00-027-01;0
1143.4-645.00-027-02;0
1143.4-645.00-027-03;0
1143.4-645.00-027-04;0
1143.4-645.00-027-05;0
1143.4-645.00-027-06;0
1143.4-645.00-027-07;0
1143.4-645.00-027-08;0
1143.4-645.00-027-09;0
1143.4-645.00-027-10;0
1143.4-645.00-031;0
1143.4-645.00-031-01;0
1143.4-645.00-037;0
1143.4-645.00-038;0
1143.4-645.00-038-01;0
1143.4-645.00-040;0
1143.4-645.00-051;0
1143.4-645.00-051-01;0
1143.4-645.00-053;0
1143.4-645.00-053-01;0
1143.4-645.00-053-02;0
1143.4-645.00-053-03;0
1143.4-645.00-058;0
1143.4-645.00-058-01;0
1143.4-645.00-058-02;0
1143.4-645.00-058-03;0
1143.4-645.00-058-04;0
1143.4-645.00-058-05;0
1143.4-645.00-058-06;0
1143.4-645.00-058-07;0
1143.4-645.00-060;0
1143.4-645.00-060-01;0
1143.4-645.00-060-02;0
1143.4-645.00-060-03;0
1143.4-645.00-061;0
1143.4-645.00-061-01;0
1143.4-645.00-061-02;0
1143.4-645.00-061-03;0
1143.4-645.00-065;0
1143.4-645.00-065-08;0
1143.4-645.00-065-09;0
1143.4-645.00-065-10;0
1143.4-645.00-065-11;0
1143.4-645.00-065-12;0
1143.4-645.00-065-13;0
1143.4-645.00-065-14;0
1143.4-645.00-065-15;0
1143.4-645.00-065-16;0
1143.4-645.00-065-17;0
1143.4-645.00-065-18;0
1143.4-645.00-065-19;0
1143.4-645.00-065-20;0
1143.4-645.00-065-21;0
1143.4-645.00-065-22;0
1143.4-645.00-065-23;0
1143.4-645.00-065-24;0
1143.4-645.00-065-25;0
1143.4-645.00-065-26;0
1143.4-645.00-065-27;0
1143.4-645.00-065-28;0
1143.4-645.00-065-29;0
1143.4-645.00-065-30;0
1143.4-645.00-065-31;0
1143.4-645.00-065-32;0
1143.4-645.00-065-33;0
1143.4-645.00-065-34;0
1143.4-645.00-065-35;0
1143.4-645.00-065-36;0
1143.4-645.00-065-37;0
1143.4-645.00-065-38;0
1143.4-645.00-065-39;0
1143.4-645.00-065-40;0
1143.4-645.00-065-41;0
1143.4-645.00-072;0
1143.4-645.00-073;0
1143.4-645.00-073-01;0
1143.4-645.00-077;0
1143.4-645.00-077-01;0
1143.4-645.00-093;0
1143.4-645.00-093-01;0
1143.4-645.00-093-02;0
1143.4-645.00-093-07;0
1143.4-645.00-093-08;0
1143.4-645.00-093-09;0
1143.4-645.00-093-11;0
1143.4-645.00-093-14;0
1143.4-645.00-093-20;0
1143.4-645.00-093-23;0
1143.4-645.00-104;0
1143.4-645.00-1045;0
1143.4-645.00-105;0
1143.4-645.00-105-01;0
1143.4-645.00-105-02;0
1143.4-645.00-105-03;0
1143.4-645.00-105-04;0
1143.4-645.00-105-05;0
1143.4-645.00-105-06;0
1143.4-645.00-105-07;0
1143.4-645.00-105-08;0
1143.4-645.00-105-09;0
1143.4-645.00-105-10;0
1143.4-645.00-105-11;0
1143.4-645.00-105-12;0
1143.4-645.00-105-13;0
1143.4-645.00-105-14;0
1143.4-645.00-106;0
1143.4-645.00-106-01;0
1143.4-645.00-106-02;0
1143.4-645.00-106-03;0
1143.4-645.00-106-04;0
1143.4-645.00-106-05;0
1143.4-645.00-106-06;0
1143.4-645.00-106-07;0
1143.4-645.00-106-08;0
1143.4-645.00-106-09;0
1143.4-645.00-106-10;0
1143.4-645.00-106-11;0
1143.4-645.00-106-12;0
1143.4-645.00-106-13;0
1143.4-645.00-106-14;0
1143.4-645.00-106-15;0
1143.4-645.00-106-16;0
1143.4-645.00-106-17;0
1143.4-645.00-106-18;0
1143.4-645.00-106-19;0
1143.4-645.00-106-20;0
1143.4-645.00-106-21;0
1143.4-645.00-106-22;0
1143.4-645.00-106-23;0
1143.4-645.00-106-24;0
1143.4-645.00-106-25;0
1143.4-645.00-106-26;0
1143.4-645.00-106-27;0
1143.4-645.00-106-28;0
1143.4-645.00-106-29;0
1143.4-645.00-106-30;0
1143.4-645.00-106-31;0
1143.4-645.00-106-32;0
1143.4-645.00-106-33;0
1143.4-645.00-106-34;0
1143.4-645.00-106-35;0
1143.4-645.00-106-36;0
1143.4-645.00-106-37;0
1143.4-645.00-106-38;0
1143.4-645.00-106-39;0
1143.4-645.00-106-40;0
1143.4-645.00-106-41;0
1143.4-645.00-106-42;0
1143.4-645.00-106-43;0
1143.4-645.00-106-44;0
1143.4-645.00-106-45;0
1143.4-645.00-106-46;0
1143.4-645.00-106-47;0
1143.4-645.00-106-48;0
1143.4-645.00-106-49;0
1143.4-645.00-106-50;0
1143.4-645.00-106-51;0
1143.4-645.00-107;0
1143.4-645.00-107-01;0
1143.4-645.00-108;0
1143.4-645.00-108-01;0
1143.4-645.00-108-02;0
1143.4-645.00-1086;0
1143.4-645.00-109;0
1143.4-645.00-109-01;0
1143.4-645.00-109-02;0
1143.4-645.00-109-03;0
1143.4-645.00-109-04;0
1143.4-645.00-109-05;0
1143.4-645.00-113;0
1143.4-645.00-1130;0
1143.4-645.00-1130-01;0
1143.4-645.00-1130-02;0
1143.4-645.00-1143;0
1143.4-645.00-1143-01;0
1143.4-645.00-1168;0
1143.4-645.00-117;0
1143.4-645.00-117-01;0
1143.4-645.00-117-02;0
1143.4-645.00-117-03;0
1143.4-645.00-118;0
1143.4-645.00-118-01;0
1143.4-645.00-118-02;0
1143.4-645.00-118-03;0
1143.4-645.00-1188;0
1143.4-645.00-1188-01;0
1143.4-645.00-131;0
1143.4-645.00-131-01;0
1143.4-645.00-131-02;0
1143.4-645.00-131-03;0
1143.4-645.00-131-04;0
1143.4-645.00-131-05;0
1143.4-645.00-131-06;0
1143.4-645.00-131-07;0
1143.4-645.00-136;0
1143.4-645.00-136-01;0
1143.4-645.00-136-02;0
1143.4-645.00-136-03;0
1143.4-645.00-136-04;0
1143.4-645.00-136-05;0
1143.4-645.00-136-06;0
1143.4-645.00-136-07;0
1143.4-645.00-136-08;0
1143.4-645.00-136-09;0
1143.4-645.00-1368;0
1143.4-645.00-1368-01;0
1143.4-645.00-1368-02;0
1143.4-645.00-1368-03;0
1143.4-645.00-1368-04;0
1143.4-645.00-1368-05;0
1143.4-645.00-1368-06;0
1143.4-645.00-1368-07;0
1143.4-645.00-1368-08;0
1143.4-645.00-1368-09;0
1143.4-645.00-1368-10;0
1143.4-645.00-1368-11;0
1143.4-645.00-137;0
1143.4-645.00-139;0
1143.4-645.00-140;0
1143.4-645.00-142;0
1143.4-645.00-146;0
1143.4-645.00-147;0
1143.4-645.00-147-01;0
1143.4-645.00-147-02;0
1143.4-645.00-147-03;0
1143.4-645.00-147-04;0
1143.4-645.00-147-05;0
1143.4-645.00-158;0
1143.4-645.00-158-01;0
1143.4-645.00-158-02;0
1143.4-645.00-162;0
1143.4-645.00-162-01;0
1143.4-645.00-163;0
1143.4-645.00-163-01;0
1143.4-645.00-164;0
1143.4-645.00-164-01;0
1143.4-645.00-164-02;0
1143.4-645.00-164-03;0
1143.4-645.00-164-04;0
1143.4-645.00-164-05;0
1143.4-645.00-164-06;0
1143.4-645.00-1643;0
1143.4-645.00-1643-01;0
1143.4-645.00-1643-02;0
1143.4-645.00-167;0
1143.4-645.00-167-01;0
1143.4-645.00-167-02;0
1143.4-645.00-167-03;0
1143.4-645.00-167-04;0
1143.4-645.00-167-05;0
1143.4-645.00-167-06;0
1143.4-645.00-169;0
1143.4-645.00-169-01;0
1143.4-645.00-170;0
1143.4-645.00-170-01;0
1143.4-645.00-171;0
1143.4-645.00-171-01;0
1143.4-645.00-171-02;0
1143.4-645.00-171-03;0
1143.4-645.00-171-04;0
1143.4-645.00-1839;0
1143.4-645.00-2737;0
